,0,1,2,3,4,5
8798,3696,2352,3920,2576,0.101,1158
8799,3808,2128,4032,2352,0.104,1158
8800,4032,1568,4256,1792,0.105,1158
8801,4032,1904,4256,2128,0.105,1158
8802,4032,2128,4256,2352,0.105,1158
8803,4256,2352,4480,2576,0.104,1158
8804,4368,2464,4592,2688,0.104,1158
8805,0,2016,224,2128,0.10250000000000001,1160
8806,0,2576,224,2688,0.10300000000000001,1160
8807,112,2800,336,3024,0.102,1160
8808,336,1344,560,1568,0.104,1160
8809,448,2128,672,2352,0.104,1160
8810,560,1120,784,1344,0.102,1160
8811,672,1344,896,1568,0.102,1160
8812,784,448,1008,672,0.101,1160
8813,784,2912,1008,3136,0.103,1160
8814,896,784,1120,1008,0.103,1160
8815,1008,1680,1232,1904,0.102,1160
8816,1008,2464,1232,2688,0.105,1160
8817,1120,112,1344,336,0.101,1160
8818,1120,1792,1344,2016,0.104,1160
8819,1344,336,1568,560,0.101,1160
8820,1344,672,1568,896,0.104,1160
8821,1344,2576,1568,2800,0.102,1160
8822,1456,1456,1680,1680,0.102,1160
8823,1456,1792,1680,1904,0.1015,1160
8824,1568,672,1792,896,0.104,1160
8825,1680,224,1904,448,0.102,1160
8826,2016,336,2240,560,0.101,1160
8827,2016,2576,2240,2800,0.103,1160
8828,2240,896,2464,1120,0.101,1160
8829,2240,1232,2464,1456,0.103,1160
8830,2240,2016,2464,2240,0.105,1160
8831,2352,2688,2576,2912,0.101,1160
8832,2576,1120,2800,1344,0.103,1160
8833,2688,2688,2912,2912,0.104,1160
8834,2688,2912,2912,3136,0.103,1160
8835,2800,1344,3024,1568,0.105,1160
8836,2800,1792,3024,2016,0.104,1160
8837,2800,2016,3024,2240,0.101,1160
8838,2912,1568,3136,1792,0.103,1160
8839,3248,112,3360,336,0.10250000000000001,1160
8840,3248,448,3472,672,0.103,1160
8841,3248,896,3472,1008,0.10250000000000001,1160
8842,3248,2128,3472,2352,0.105,1160
8843,3360,2800,3584,3024,0.101,1160
8844,3472,224,3696,448,0.101,1160
8845,3584,2240,3808,2464,0.105,1160
8846,3584,3136,3808,3360,0.102,1160
8847,3696,1568,3920,1792,0.101,1160
8848,3808,224,4032,448,0.102,1160
8849,3808,1456,4032,1680,0.101,1160
8850,3808,2128,4032,2352,0.104,1160
8851,3920,1904,4144,2128,0.102,1160
8852,3920,2352,4144,2576,0.103,1160
8853,4032,0,4256,224,0.105,1160
8854,4032,1680,4256,1904,0.102,1160
8855,4032,2240,4256,2464,0.103,1160
8856,4032,2800,4256,3024,0.102,1160
8857,4144,784,4368,1008,0.105,1160
8858,4256,0,4480,224,0.102,1160
8859,4256,1904,4480,2128,0.103,1160
8860,4368,2016,4592,2240,0.105,1160
8861,4368,3024,4592,3248,0.101,1160
8862,0,2688,224,2912,0.105,1161
8863,112,336,336,560,0.101,1161
8864,112,2464,336,2688,0.105,1161
8865,224,1456,448,1568,0.104,1161
8866,336,1680,448,1904,0.102,1161
8867,224,2240,448,2464,0.103,1161
8868,336,1904,560,2128,0.104,1161
8869,448,336,672,560,0.102,1161
8870,448,560,672,784,0.105,1161
8871,448,1120,672,1344,0.102,1161
8872,672,112,896,336,0.101,1161
8873,784,2016,1008,2240,0.104,1161
8874,784,2464,1008,2688,0.104,1161
8875,784,2800,1008,3024,0.103,1161
8876,896,1680,1120,1904,0.104,1161
8877,1008,1792,1232,2016,0.105,1161
8878,1120,2352,1232,2576,0.104,1161
8879,1008,2688,1232,2912,0.105,1161
8880,1008,3136,1232,3360,0.102,1161
8881,1120,2912,1344,3136,0.103,1161
8882,1232,1456,1456,1680,0.101,1161
8883,1344,2240,1456,2464,0.10200000000000001,1161
8884,1232,3136,1456,3360,0.104,1161
8885,1344,784,1568,1008,0.101,1161
8886,1344,1008,1568,1232,0.103,1161
8887,1568,224,1680,448,0.10200000000000001,1161
8888,1568,1232,1792,1456,0.104,1161
8889,1680,560,1904,784,0.103,1161
8890,1792,1568,2016,1792,0.104,1161
8891,1792,2688,2016,2800,0.1015,1161
8892,1904,1232,2128,1456,0.102,1161
8893,2016,224,2240,448,0.102,1161
8894,2016,1008,2240,1232,0.104,1161
8895,2016,2240,2240,2464,0.103,1161
8896,2128,784,2352,1008,0.105,1161
8897,2240,1008,2464,1232,0.101,1161
8898,2352,560,2576,784,0.102,1161
8899,2576,112,2800,336,0.105,1161
8900,2576,672,2800,896,0.103,1161
8901,2688,560,2912,784,0.105,1161
8902,2688,2464,2912,2688,0.103,1161
8903,2800,2800,3024,3024,0.105,1161
8904,2912,896,3136,1120,0.105,1161
8905,2912,1904,3136,2128,0.102,1161
8906,2912,3136,3136,3360,0.105,1161
8907,3024,1680,3248,1904,0.103,1161
8908,3024,2688,3248,2912,0.103,1161
8909,3360,224,3472,448,0.1015,1161
8910,3248,1008,3472,1232,0.105,1161
8911,3248,2576,3472,2688,0.102,1161
8912,3472,224,3584,448,0.103,1161
8913,3472,3024,3696,3248,0.101,1161
8914,3584,560,3808,784,0.101,1161
8915,3584,1008,3808,1232,0.102,1161
8916,3584,2576,3808,2800,0.102,1161
8917,3920,1344,4144,1568,0.103,1161
8918,4032,2128,4256,2352,0.102,1161
8919,4144,1680,4368,1904,0.101,1161
8920,4256,0,4480,224,0.102,1161
8921,0,448,224,672,0.101,1162
8922,0,1456,224,1680,0.101,1162
8923,0,2352,224,2576,0.104,1162
8924,224,2016,448,2240,0.101,1162
8925,336,2128,560,2352,0.105,1162
8926,448,224,672,448,0.105,1162
8927,448,1120,672,1344,0.101,1162
8928,560,2576,784,2800,0.105,1162
8929,784,2240,1008,2464,0.103,1162
8930,784,2800,1008,3024,0.103,1162
8931,896,672,1120,896,0.105,1162
8932,896,2576,1120,2800,0.105,1162
8933,1008,448,1232,672,0.103,1162
8934,1008,784,1232,1008,0.102,1162
8935,1120,112,1344,336,0.103,1162
8936,1120,1344,1344,1568,0.102,1162
8937,1344,896,1456,1120,0.104,1162
8938,1232,1904,1456,2128,0.102,1162
8939,1232,2464,1456,2688,0.102,1162
8940,1456,784,1680,1008,0.103,1162
8941,1456,2240,1680,2464,0.102,1162
8942,1456,2800,1680,3024,0.103,1162
8943,1680,2912,1904,3136,0.103,1162
8944,1792,2016,2016,2240,0.104,1162
8945,1792,2240,2016,2464,0.101,1162
8946,1904,1232,2128,1456,0.104,1162
8947,1904,3136,2128,3360,0.105,1162
8948,2128,1680,2352,1904,0.102,1162
8949,2128,2128,2352,2352,0.102,1162
8950,2464,448,2688,672,0.102,1162
8951,2464,1792,2688,2016,0.101,1162
8952,2464,2464,2688,2688,0.101,1162
8953,2464,2688,2688,2912,0.103,1162
8954,2688,336,2912,560,0.102,1162
8955,2688,1008,2912,1232,0.103,1162
8956,2800,1232,3024,1456,0.101,1162
8957,2800,2576,3024,2800,0.101,1162
8958,2800,3024,3024,3248,0.105,1162
8959,2912,2800,3136,3024,0.103,1162
8960,3024,896,3248,1120,0.103,1162
8961,3136,672,3360,896,0.104,1162
8962,3136,1120,3360,1344,0.105,1162
8963,3248,784,3472,1008,0.103,1162
8964,3248,1792,3472,2016,0.101,1162
8965,3472,672,3696,896,0.103,1162
8966,3472,1456,3696,1680,0.104,1162
8967,3472,2576,3696,2800,0.105,1162
8968,3696,1792,3920,2016,0.103,1162
8969,4032,1008,4144,1232,0.1035,1162
8970,4032,560,4256,784,0.104,1162
8971,4144,112,4368,336,0.101,1162
8972,4144,1680,4368,1904,0.101,1162
8973,4256,1344,4480,1568,0.105,1162
8974,224,1680,448,1904,0.103,1163
8975,448,0,672,224,0.104,1163
8976,560,2688,784,2912,0.102,1163
8977,672,1792,896,2016,0.103,1163
8978,784,224,1008,448,0.103,1163
8979,1008,2240,1232,2464,0.103,1163
8980,1120,0,1344,224,0.104,1163
8981,1232,224,1456,448,0.102,1163
8982,1232,2240,1456,2464,0.101,1163
8983,1456,112,1680,336,0.101,1163
8984,1456,1792,1680,2016,0.102,1163
8985,1456,3136,1680,3360,0.105,1163
8986,1792,672,2016,896,0.102,1163
8987,1904,560,2128,784,0.103,1163
8988,1904,1344,2128,1568,0.101,1163
8989,1904,2576,2128,2688,0.101,1163
8990,2016,3136,2128,3360,0.105,1163
8991,2016,2352,2240,2576,0.101,1163
8992,2128,3136,2240,3360,0.1035,1163
8993,2352,1344,2576,1568,0.102,1163
8994,2576,784,2800,1008,0.105,1163
8995,2576,1680,2800,1904,0.104,1163
8996,2688,336,2912,560,0.104,1163
8997,2688,896,2912,1120,0.103,1163
8998,2688,1120,2912,1344,0.104,1163
8999,2912,1792,3136,2016,0.104,1163
9000,2912,2240,3136,2464,0.105,1163
9001,3024,224,3248,448,0.101,1163
9002,3024,2688,3248,2912,0.104,1163
9003,3248,1456,3472,1680,0.105,1163
9004,3584,2240,3808,2352,0.1045,1163
9005,3584,2464,3808,2688,0.104,1163
9006,3584,2912,3808,3136,0.101,1163
9007,4032,112,4256,336,0.103,1163
9008,4144,1344,4368,1568,0.105,1163
9009,4144,2128,4368,2352,0.104,1163
9010,4256,560,4480,784,0.105,1163
9011,0,560,224,784,0.104,1164
9012,0,1344,224,1568,0.105,1164
9013,112,448,336,672,0.102,1164
9014,112,1232,336,1456,0.102,1164
9015,112,1904,336,2128,0.102,1164
9016,224,560,448,784,0.103,1164
9017,224,2352,448,2576,0.103,1164
9018,336,1680,560,1904,0.105,1164
9019,560,672,784,896,0.102,1164
9020,672,336,896,560,0.102,1164
9021,672,2352,896,2576,0.105,1164
9022,672,2688,896,2912,0.104,1164
9023,784,1456,1008,1680,0.102,1164
9024,784,2576,1008,2800,0.102,1164
9025,784,3024,1008,3248,0.104,1164
9026,896,336,1120,448,0.104,1164
9027,896,1568,1120,1792,0.104,1164
9028,1008,1008,1232,1232,0.101,1164
9029,1008,2128,1232,2352,0.102,1164
9030,1120,2464,1344,2688,0.101,1164
9031,1456,0,1680,224,0.104,1164
9032,1456,1904,1680,2128,0.102,1164
9033,1456,2576,1680,2800,0.104,1164
9034,1568,1232,1792,1456,0.102,1164
9035,1568,2912,1792,3136,0.102,1164
9036,1792,224,2016,448,0.102,1164
9037,1792,560,2016,784,0.105,1164
9038,2016,2352,2240,2576,0.104,1164
9039,2016,2576,2240,2800,0.101,1164
9040,2128,2912,2240,3136,0.1045,1164
9041,2128,1008,2352,1232,0.102,1164
9042,2128,1792,2352,2016,0.104,1164
9043,2240,1456,2464,1680,0.105,1164
9044,2240,1680,2464,1904,0.103,1164
9045,2352,560,2576,784,0.103,1164
9046,2352,784,2576,1008,0.102,1164
9047,2576,336,2800,560,0.101,1164
9048,2576,1120,2800,1344,0.103,1164
9049,2688,2240,2912,2464,0.103,1164
9050,2688,2912,2912,3136,0.102,1164
9051,2688,3136,2912,3360,0.103,1164
9052,2800,560,3024,784,0.102,1164
9053,3024,784,3136,1008,0.10300000000000001,1164
9054,2912,1008,3136,1232,0.104,1164
9055,3024,560,3248,784,0.105,1164
9056,3136,1008,3360,1232,0.102,1164
9057,3136,1456,3360,1680,0.103,1164
9058,3136,1792,3360,2016,0.102,1164
9059,3360,560,3584,784,0.104,1164
9060,3472,2800,3696,3024,0.105,1164
9061,3808,784,4032,1008,0.105,1164
9062,3808,1344,4032,1568,0.103,1164
9063,3920,2352,4144,2464,0.104,1164
9064,3920,2800,4144,3024,0.102,1164
9065,4032,1456,4256,1680,0.103,1164
9066,4032,2576,4256,2688,0.1025,1164
9067,4144,336,4368,560,0.105,1164
9068,4256,1680,4480,1904,0.105,1164
9069,4368,1792,4592,2016,0.104,1164
9070,4368,2912,4592,3136,0.102,1164
9071,112,2800,336,3024,0.102,1165
9072,112,3024,336,3248,0.102,1165
9073,224,224,448,448,0.102,1165
9074,336,896,560,1120,0.105,1165
9075,336,1568,560,1792,0.103,1165
9076,336,2128,560,2352,0.102,1165
9077,336,3024,560,3248,0.103,1165
9078,672,560,896,784,0.104,1165
9079,896,784,1120,1008,0.101,1165
9080,896,2464,1120,2688,0.102,1165
9081,896,2688,1120,2912,0.101,1165
9082,1232,2016,1456,2240,0.103,1165
9083,1456,0,1568,224,0.104,1165
9084,1680,2128,1904,2352,0.102,1165
9085,1904,1008,2128,1232,0.105,1165
9086,2128,448,2352,560,0.10300000000000001,1165
9087,2240,1904,2352,2128,0.10250000000000001,1165
9088,2240,112,2464,336,0.101,1165
9089,2240,560,2464,784,0.103,1165
9090,2464,2240,2576,2464,0.104,1165
9091,2464,224,2688,448,0.101,1165
9092,2464,1904,2688,2128,0.101,1165
9093,2800,1456,3024,1680,0.101,1165
9094,3024,784,3248,1008,0.101,1165
9095,3024,1120,3248,1344,0.102,1165
9096,3360,2240,3584,2464,0.104,1165
9097,3472,2576,3696,2800,0.105,1165
9098,3472,3024,3696,3248,0.102,1165
9099,3584,896,3808,1120,0.101,1165
9100,3808,1904,4032,2128,0.105,1165
9101,3920,896,4144,1120,0.101,1165
9102,3920,1792,4144,2016,0.101,1165
9103,3920,2016,4144,2240,0.101,1165
9104,3920,3136,4144,3248,0.103,1165
9105,3920,3248,4144,3360,0.103,1165
9106,4144,784,4368,1008,0.104,1165
9107,4144,2016,4368,2240,0.101,1165
9108,4256,672,4480,896,0.105,1165
9109,4256,2576,4480,2800,0.104,1165
9110,0,672,224,896,0.101,1166
9111,0,2352,224,2576,0.103,1166
9112,112,2240,336,2464,0.104,1166
9113,224,112,448,336,0.101,1166
9114,336,2240,560,2464,0.103,1166
9115,560,560,784,784,0.102,1166
9116,672,1008,896,1232,0.103,1166
9117,672,2128,896,2352,0.102,1166
9118,672,3136,896,3360,0.105,1166
9119,784,1792,1008,2016,0.102,1166
9120,896,672,1120,896,0.105,1166
9121,1008,1568,1232,1792,0.105,1166
9122,1008,2688,1232,2912,0.105,1166
9123,1120,1456,1344,1680,0.101,1166
9124,1232,2464,1456,2688,0.101,1166
9125,1344,1344,1568,1568,0.101,1166
9126,1344,1904,1568,2128,0.104,1166
9127,1456,448,1680,672,0.103,1166
9128,1456,784,1680,1008,0.102,1166
9129,1456,1120,1680,1344,0.102,1166
9130,1568,2016,1792,2240,0.105,1166
9131,1680,672,1904,896,0.103,1166
9132,1680,1792,1904,1904,0.1025,1166
9133,2016,1008,2240,1232,0.101,1166
9134,2016,2464,2240,2688,0.101,1166
9135,2128,0,2352,224,0.101,1166
9136,2128,448,2352,672,0.102,1166
9137,2240,2016,2464,2240,0.101,1166
9138,2352,224,2576,448,0.103,1166
9139,2352,560,2576,784,0.104,1166
9140,2464,2016,2688,2240,0.102,1166
9141,2576,560,2800,784,0.101,1166
9142,2576,1680,2800,1904,0.105,1166
9143,2576,2240,2800,2464,0.101,1166
9144,2576,2464,2800,2688,0.101,1166
9145,2800,1456,2912,1680,0.101,1166
9146,2800,2800,3024,3024,0.103,1166
9147,2912,2464,3136,2688,0.103,1166
9148,2912,3136,3136,3360,0.104,1166
9149,3024,448,3248,672,0.103,1166
9150,3360,2128,3584,2352,0.103,1166
9151,3360,2464,3584,2688,0.103,1166
9152,3472,3024,3696,3248,0.105,1166
9153,3584,0,3808,224,0.102,1166
9154,3584,1232,3808,1456,0.105,1166
9155,3696,2800,3808,3024,0.1015,1166
9156,3808,1232,4032,1456,0.102,1166
9157,3808,1568,4032,1792,0.104,1166
9158,3920,224,4144,448,0.105,1166
9159,3920,1680,4144,1904,0.104,1166
9160,4032,2800,4144,3024,0.101,1166
9161,4032,2240,4256,2464,0.104,1166
9162,4368,2352,4592,2576,0.105,1166
9163,4368,2800,4592,3024,0.104,1166
9164,0,224,224,448,0.103,1167
9165,112,448,336,672,0.105,1167
9166,112,672,336,896,0.105,1167
9167,112,1344,336,1568,0.101,1167
9168,112,2912,336,3136,0.104,1167
9169,224,784,448,1008,0.103,1167
9170,224,2016,448,2240,0.102,1167
9171,336,112,560,336,0.104,1167
9172,336,1792,560,2016,0.105,1167
9173,672,1232,896,1456,0.101,1167
9174,896,112,1120,336,0.103,1167
9175,896,448,1120,672,0.104,1167
9176,896,2352,1120,2576,0.105,1167
9177,1008,672,1232,896,0.105,1167
9178,1456,2352,1680,2576,0.103,1167
9179,1680,1792,1904,2016,0.101,1167
9180,1680,3136,1904,3360,0.102,1167
9181,1792,448,2016,672,0.105,1167
9182,1792,2576,2016,2800,0.103,1167
9183,1792,2800,2016,3024,0.103,1167
9184,1904,0,2128,224,0.102,1167
9185,1904,1120,2128,1344,0.102,1167
9186,1904,1792,2128,2016,0.104,1167
9187,2016,1904,2240,2128,0.105,1167
9188,2240,0,2464,224,0.104,1167
9189,2240,1680,2464,1904,0.103,1167
9190,2352,2128,2576,2352,0.103,1167
9191,2576,336,2800,560,0.102,1167
9192,2576,896,2800,1008,0.1045,1167
9193,2688,0,2912,224,0.105,1167
9194,2800,112,3024,336,0.103,1167
9195,2800,1680,3024,1904,0.102,1167
9196,2800,2016,3024,2240,0.104,1167
9197,2800,2352,3024,2576,0.105,1167
9198,3024,1792,3248,2016,0.105,1167
9199,3248,224,3472,448,0.104,1167
9200,3360,2352,3584,2576,0.103,1167
9201,3472,2016,3696,2240,0.104,1167
9202,3584,224,3808,448,0.103,1167
9203,3696,560,3808,784,0.10200000000000001,1167
9204,3696,112,3920,336,0.102,1167
9205,3808,784,4032,1008,0.105,1167
9206,3808,2576,4032,2800,0.102,1167
9207,4032,1344,4256,1568,0.104,1167
9208,4144,896,4368,1008,0.1045,1167
9209,4144,1120,4368,1344,0.104,1167
9210,4144,2576,4368,2800,0.104,1167
9211,4144,3024,4368,3248,0.103,1167
9212,0,1792,224,2016,0.105,1168
9213,112,1344,336,1568,0.102,1168
9214,112,1568,336,1792,0.105,1168
9215,112,2576,336,2800,0.103,1168
9216,112,3024,336,3248,0.104,1168
9217,224,2912,448,3136,0.103,1168
9218,336,560,560,784,0.101,1168
9219,336,2352,560,2576,0.103,1168
9220,336,2688,560,2912,0.103,1168
9221,448,1568,672,1792,0.105,1168
9222,560,1008,784,1232,0.104,1168
9223,560,1344,784,1568,0.105,1168
9224,560,2016,784,2240,0.101,1168
9225,784,1120,1008,1344,0.105,1168
9226,784,1792,1008,2016,0.104,1168
9227,784,2016,1008,2240,0.105,1168
9228,896,2464,1120,2688,0.105,1168
9229,1008,2016,1232,2240,0.102,1168
9230,1120,896,1344,1120,0.101,1168
9231,1232,224,1456,448,0.103,1168
9232,1232,2688,1456,2912,0.103,1168
9233,1456,896,1680,1120,0.103,1168
9234,1456,1680,1680,1904,0.101,1168
9235,1456,2912,1680,3136,0.105,1168
9236,1568,1792,1792,2016,0.101,1168
9237,1792,224,2016,448,0.104,1168
9238,1792,3136,2016,3360,0.105,1168
9239,2128,0,2352,224,0.103,1168
9240,2128,224,2352,448,0.103,1168
9241,2352,560,2576,784,0.102,1168
9242,2352,2016,2576,2128,0.1025,1168
9243,2352,2688,2576,2912,0.105,1168
9244,2576,112,2688,336,0.104,1168
9245,2464,896,2688,1120,0.103,1168
9246,2576,1120,2800,1232,0.1015,1168
9247,2576,2240,2800,2464,0.103,1168
9248,2576,2800,2800,3024,0.104,1168
9249,2688,448,2912,672,0.105,1168
9250,2688,2464,2912,2576,0.1015,1168
9251,2688,3136,2912,3360,0.102,1168
9252,2800,336,3024,560,0.102,1168
9253,3024,0,3248,224,0.102,1168
9254,3136,2016,3248,2240,0.1015,1168
9255,3024,2352,3248,2576,0.105,1168
9256,3024,2800,3248,3024,0.102,1168
9257,3248,1120,3472,1344,0.103,1168
9258,3248,2800,3472,3024,0.104,1168
9259,3360,1008,3584,1232,0.103,1168
9260,3472,1568,3584,1792,0.10200000000000001,1168
9261,3472,2016,3584,2240,0.10300000000000001,1168
9262,3584,1008,3808,1232,0.101,1168
9263,3584,1456,3808,1680,0.101,1168
9264,3696,2016,3920,2240,0.105,1168
9265,3696,2688,3920,2912,0.103,1168
9266,3808,0,4032,224,0.102,1168
9267,3808,672,4032,896,0.101,1168
9268,3808,2464,4032,2688,0.105,1168
9269,3920,112,4144,336,0.103,1168
9270,4032,1008,4256,1232,0.103,1168
9271,4144,0,4368,224,0.104,1168
9272,4144,2912,4368,3136,0.105,1168
9273,4256,2016,4480,2240,0.104,1168
9274,4256,3136,4480,3360,0.104,1168
9275,4368,448,4592,672,0.104,1168
9276,0,896,224,1008,0.104,1169
9277,0,1456,224,1680,0.105,1169
9278,0,1792,224,2016,0.101,1169
9279,0,2128,224,2352,0.101,1169
9280,112,2352,224,2576,0.103,1169
9281,0,2800,224,3024,0.103,1169
9282,112,2688,336,2912,0.104,1169
9283,224,784,448,1008,0.101,1169
9284,336,2800,560,3024,0.104,1169
9285,448,336,672,560,0.105,1169
9286,448,1792,672,2016,0.104,1169
9287,560,2352,784,2576,0.104,1169
9288,560,3136,784,3360,0.104,1169
9289,672,2128,896,2352,0.105,1169
9290,784,2576,896,2800,0.1045,1169
9291,784,3024,1008,3248,0.104,1169
9292,896,3136,1120,3360,0.103,1169
9293,1120,1120,1344,1344,0.103,1169
9294,1232,112,1456,336,0.105,1169
9295,1232,784,1456,1008,0.102,1169
9296,1232,1904,1456,2128,0.103,1169
9297,1456,448,1568,672,0.1035,1169
9298,1344,2240,1568,2464,0.102,1169
9299,1456,1008,1680,1232,0.101,1169
9300,1568,112,1792,336,0.102,1169
9301,1568,1456,1792,1680,0.103,1169
9302,1792,1008,2016,1232,0.103,1169
9303,1792,2464,2016,2688,0.101,1169
9304,1792,2912,2016,3024,0.1025,1169
9305,2128,448,2352,672,0.104,1169
9306,2128,2912,2352,3136,0.104,1169
9307,2352,0,2464,224,0.1045,1169
9308,2240,1120,2464,1344,0.105,1169
9309,2352,224,2576,448,0.102,1169
9310,2352,448,2576,672,0.103,1169
9311,2352,2352,2576,2576,0.102,1169
9312,2352,2912,2576,3136,0.103,1169
9313,2464,784,2688,1008,0.104,1169
9314,2576,1120,2800,1344,0.103,1169
9315,2688,1008,2912,1232,0.105,1169
9316,2800,224,3024,448,0.105,1169
9317,2800,896,3024,1120,0.103,1169
9318,2800,2128,3024,2352,0.102,1169
9319,2800,2464,3024,2688,0.105,1169
9320,3024,1904,3248,2128,0.101,1169
9321,3360,784,3584,1008,0.101,1169
9322,3472,2688,3696,2912,0.105,1169
9323,3584,2240,3808,2464,0.101,1169
9324,3696,0,3920,224,0.103,1169
9325,3920,224,4144,448,0.102,1169
9326,4032,2240,4144,2464,0.1035,1169
9327,4032,2016,4256,2240,0.104,1169
9328,4144,560,4368,784,0.101,1169
9329,4144,1680,4368,1904,0.102,1169
9330,4256,1456,4480,1680,0.101,1169
9331,4256,1904,4480,2128,0.104,1169
9332,4256,2128,4480,2352,0.101,1169
9333,4368,2240,4592,2464,0.102,1169
9334,112,448,336,672,0.104,1170
9335,224,112,448,336,0.102,1170
9336,336,1344,560,1568,0.101,1170
9337,448,1792,672,2016,0.102,1170
9338,560,2128,784,2352,0.105,1170
9339,560,2688,784,2912,0.105,1170
9340,560,3024,784,3248,0.101,1170
9341,672,1568,896,1792,0.103,1170
9342,672,2016,896,2240,0.104,1170
9343,672,2240,896,2464,0.104,1170
9344,896,1680,1120,1904,0.105,1170
9345,1008,560,1232,784,0.105,1170
9346,1120,3024,1344,3248,0.103,1170
9347,1232,560,1456,784,0.104,1170
9348,1232,784,1456,1008,0.103,1170
9349,1232,1344,1456,1568,0.101,1170
9350,1232,3136,1456,3360,0.101,1170
9351,1344,1680,1568,1904,0.101,1170
9352,1344,2352,1568,2464,0.1035,1170
9353,1344,2912,1568,3136,0.104,1170
9354,1568,1904,1792,2128,0.102,1170
9355,1792,2128,2016,2352,0.105,1170
9356,1904,560,2128,784,0.103,1170
9357,2016,112,2240,336,0.105,1170
9358,2016,448,2240,672,0.102,1170
9359,2016,672,2240,896,0.103,1170
9360,2016,2128,2240,2352,0.102,1170
9361,2016,2800,2240,3024,0.101,1170
9362,2128,560,2352,784,0.102,1170
9363,2128,2912,2352,3136,0.105,1170
9364,2240,112,2464,336,0.101,1170
9365,2240,1568,2464,1792,0.101,1170
9366,2352,1120,2576,1344,0.105,1170
9367,2464,2576,2688,2800,0.102,1170
9368,2576,2688,2800,2912,0.102,1170
9369,2688,560,2912,784,0.103,1170
9370,2688,1904,2912,2128,0.105,1170
9371,2800,1008,3024,1232,0.105,1170
9372,2800,1568,3024,1792,0.104,1170
9373,2912,1792,3136,2016,0.101,1170
9374,2912,2800,3136,3024,0.102,1170
9375,3024,1344,3248,1568,0.105,1170
9376,3136,1792,3360,2016,0.105,1170
9377,3248,784,3472,1008,0.103,1170
9378,3360,1904,3584,2128,0.102,1170
9379,3584,1008,3808,1232,0.104,1170
9380,3584,1232,3808,1456,0.101,1170
9381,3696,336,3920,560,0.103,1170
9382,3808,2912,3920,3136,0.102,1170
9383,3808,1232,4032,1456,0.104,1170
9384,3920,448,4144,672,0.104,1170
9385,3920,1008,4144,1232,0.104,1170
9386,3920,2128,4144,2352,0.104,1170
9387,3920,2576,4144,2800,0.103,1170
9388,3920,2800,4144,3024,0.101,1170
9389,4032,1456,4256,1680,0.101,1170
9390,4144,3024,4368,3248,0.101,1170
9391,4256,672,4480,784,0.103,1170
9392,4256,784,4480,896,0.104,1170
9393,0,560,224,784,0.105,1171
9394,112,2464,336,2688,0.104,1171
9395,336,1120,448,1344,0.104,1171
9396,336,2352,560,2576,0.102,1171
9397,448,2240,672,2464,0.105,1171
9398,560,448,784,672,0.104,1171
9399,560,672,784,896,0.103,1171
9400,672,1008,896,1232,0.105,1171
9401,672,1904,896,2128,0.104,1171
9402,784,672,1008,896,0.103,1171
9403,784,2464,1008,2688,0.105,1171
9404,784,3136,1008,3360,0.101,1171
9405,896,2688,1120,2912,0.101,1171
9406,1232,672,1456,896,0.101,1171
9407,1232,1680,1456,1904,0.104,1171
9408,1232,2016,1456,2240,0.105,1171
9409,1344,448,1568,672,0.105,1171
9410,1456,2240,1680,2464,0.105,1171
9411,1680,2352,1904,2576,0.101,1171
9412,1792,1904,2016,2128,0.103,1171
9413,1904,2464,2128,2576,0.1015,1171
9414,2016,1232,2240,1456,0.102,1171
9415,2016,1568,2240,1792,0.102,1171
9416,2016,3136,2240,3360,0.101,1171
9417,2128,896,2352,1120,0.105,1171
9418,2352,112,2576,336,0.101,1171
9419,2576,1344,2800,1568,0.101,1171
9420,2688,224,2912,448,0.105,1171
9421,2688,1568,2912,1792,0.102,1171
9422,2688,2464,2912,2688,0.105,1171
9423,2800,0,3024,224,0.104,1171
9424,2800,896,3024,1120,0.102,1171
9425,3248,784,3472,1008,0.101,1171
9426,3472,112,3584,336,0.10200000000000001,1171
9427,3360,448,3584,672,0.104,1171
9428,3360,1344,3584,1568,0.102,1171
9429,3584,672,3808,896,0.104,1171
9430,3584,1680,3808,1904,0.103,1171
9431,3696,336,3920,560,0.101,1171
9432,3920,448,4144,672,0.101,1171
9433,3920,2576,4144,2800,0.103,1171
9434,4144,2352,4368,2576,0.105,1171
9435,4256,1456,4480,1680,0.104,1171
9436,4256,2688,4480,2912,0.101,1171
9437,4368,1568,4592,1792,0.102,1171
9438,0,1680,224,1904,0.101,1172
9439,0,2128,224,2352,0.103,1172
9440,112,112,336,224,0.1035,1172
9441,112,1344,336,1568,0.101,1172
9442,224,2912,448,3136,0.102,1172
9443,336,1456,560,1680,0.101,1172
9444,336,2352,560,2576,0.104,1172
9445,672,448,896,672,0.103,1172
9446,672,784,896,1008,0.105,1172
9447,784,1232,1008,1456,0.103,1172
9448,896,224,1120,448,0.101,1172
9449,1008,784,1120,1008,0.103,1172
9450,896,2352,1120,2464,0.1025,1172
9451,1008,336,1232,560,0.104,1172
9452,1120,2352,1344,2576,0.101,1172
9453,1232,2688,1344,2912,0.104,1172
9454,1232,2240,1456,2352,0.103,1172
9455,1232,3136,1456,3360,0.104,1172
9456,1344,336,1568,560,0.102,1172
9457,1456,2688,1680,2912,0.103,1172
9458,1568,784,1792,1008,0.103,1172
